"tienda","categoria","sub_categoria","nombre","precio","fecha","precio_num","grupo"
"Farmacorp","cuidado_personal",NA,"Gillette Mach3 Maquina Sensitive X Pieza","Ahora Bs83,60",2025-06-12,83.6,"1"
"Farmacorp","cuidado_personal",NA,"Gillette Mach3 Repto 4 Unidades X Sobre","Ahora Bs164,20",2025-06-12,164.2,"3"
"Farmacorp","cuidado_personal",NA,"Gillette Mach3 Repuesto X 2 Unidades","Ahora Bs89,60",2025-06-12,89.6,"3"
"Farmacorp","cuidado_personal",NA,"Gillette Mach3 Sensitive X 2 Piezas","Ahora Bs105,40",2025-06-12,105.4,"3"
"Farmacorp","cuidado_personal",NA,"Gillette Mach3 Turbo Maquina De Afeitar X Unidad","Ahora Bs65,20",2025-06-12,65.2,"1"
"Farmacorp","cuidado_personal",NA,"Gillette Mach3 Turbo Negro Olimpiadas X Unidad","Ahora Bs96,60",2025-06-12,96.6,"3"
"Farmacorp","cuidado_personal",NA,"Gillette Maquina Para Afeitar Derma Protec X 1 Pieza","Ahora Bs21,00",2025-06-12,21,"1"
"Farmacorp","cuidado_personal",NA,"Gillette Maquina Para Afeitar Derma Protec X 2 Piezas","Ahora Bs48,20",2025-06-12,48.2,"1"
"Farmacorp","cuidado_personal",NA,"Gillette Maquina Para Afeitar Derma Protec X 4 Piezas","Ahora Bs92,00",2025-06-12,92,"3"
"Farmacorp","cuidado_personal",NA,"Gillette Maquina Venus Breeze X Unidad","Ahora Bs94,00",2025-06-12,94,"3"
"Farmacorp","cuidado_personal",NA,"Gillette Presto Barba 3 Filos Para Mujer X 2 Unidades","Ahora Bs41,50",2025-06-12,41.5,"1"
"Farmacorp","cuidado_personal",NA,"Gillette Prestobarba 3 Filos Para Hombre X 4 Unidades","Ahora Bs76,70",2025-06-12,76.7,"1"
"Farmacorp","cuidado_personal",NA,"Gillette Prestobarba 3 Filos Para Mujer X 4 Unidades","Ahora Bs76,70",2025-06-12,76.7,"1"
"Farmacorp","cuidado_personal",NA,"Gillette Prestobarba 3 Ice 4 Unidades X Paquete","Ahora Bs79,50",2025-06-12,79.5,"1"
"Farmacorp","cuidado_personal",NA,"Gillette Prestobarba 3 Ice Y Cool X 2 Unidades","Ahora Bs43,10",2025-06-12,43.1,"1"
"Farmacorp","cuidado_personal",NA,"Gillette Prestobarba 3 Sensitive X 2 Piezas","Ahora Bs42,10",2025-06-12,42.1,"1"
"Farmacorp","cuidado_personal",NA,"Gillette Prestobarba 3 X 1 Piezas","Ahora Bs18,10",2025-06-12,18.1,"1"
"Farmacorp","cuidado_personal",NA,"Gillette Simply Venus 3 Rosa Para Mujer X 2 Unidades","Ahora Bs50,80",2025-06-12,50.8,"1"
"Farmacorp","cuidado_personal",NA,"Gillette Venus Breeze Repuesto X 2 Unidades","Ahora Bs102,30",2025-06-12,102.3,"3"
"Farmacorp","cuidado_personal",NA,"Gillette Venus Ocana X Unidad","Ahora Bs74,40",2025-06-12,74.4,"1"
"Farmacorp","cuidado_personal",NA,"Gillette Venus Simply Maquina De Afeitar X 4 Unidades","Ahora Bs91,50",2025-06-12,91.5,"3"
"Farmacorp","cuidado_personal",NA,"Gillette Venus Simply3 Maquina X Unidad","Ahora Bs20,90",2025-06-12,20.9,"1"
"Farmacorp","cuidado_personal",NA,"Schick Quattro Titanium Repuesto X 4 Unidades","Bs37,80",2025-06-12,37.8,"1"
"Farmacorp","cuidado_personal",NA,"Schick Xtreme3 Maquina Blister Rosa X 4 Unidades","Bs52,10",2025-06-12,52.1,"1"
"Farmacorp","cuidado_personal",NA,"Super Max Nature Strip Piel Sensible X 1 Unidadad","Ahora Bs3,70",2025-06-12,3.7,"1"
"Farmacorp","cuidado_personal",NA,"Super Max Triple Hoja X Unidad","Ahora Bs8,00",2025-06-12,8,"1"
"Farmacorp","cuidado_personal",NA,"Loreal Pack Revitalift Antiarr Dia Fps30+Noche","Ahora Bs308,10",2025-06-12,308.1,"2"
"Farmacorp","cuidado_personal",NA,"Pediaglos Pomada Antiescaldante X 30G","Ahora Bs19,40",2025-06-12,19.4,"1"
"Farmacorp","cuidado_personal",NA,"Barbijo Descartable Con Tira X Unidad","Ahora Bs4,34",2025-06-12,4.34,"1"
"Farmacorp","cuidado_personal",NA,"Barbijo Descartable Farmacorp X Unidad","Ahora Bs0,60",2025-06-12,0.6,"1"
"Farmacorp","cuidado_personal",NA,"Barbijo Pediátrico Con Diseño X 50 Unidades","Bs0,70",2025-06-12,0.7,"1"
"Farmacorp","cuidado_personal",NA,"Barbijo Pediatrico Descartable X Unidad","Ahora Bs0,51",2025-06-12,0.51,"1"
"Farmacorp","cuidado_personal",NA,"Mascarilla Kn95 Ffp2 5 Capas Blunding X Unidad","Ahora Bs36,80",2025-06-12,36.8,"1"
"Farmacorp","cuidado_personal",NA,"Mascarilla Kn95 Pediatrica X Unidad","Ahora Bs3,77",2025-06-12,3.77,"1"
"Farmacorp","cuidado_personal",NA,"Mascarilla Kn95 Y Ffp2 Y 5 Capas Farmacorp X Unidad","Ahora Bs1,70",2025-06-12,1.7,"1"
"Farmacorp","cuidado_personal",NA,"Mascarilla Respirador N95 De 5 Capas X 20 Unidades","Bs2,44",2025-06-12,2.44,"1"
"Farmacorp","cuidado_personal",NA,"Cepillo Colgate 360 Surround 2 Unidades X Paquete","Ahora Bs58,10",2025-06-12,58.1,"1"
"Farmacorp","cuidado_personal",NA,"Cepillo Colgate Cerdas Suaves Slim Soft X 2 Unidades","Ahora Bs58,60",2025-06-12,58.6,"1"
"Farmacorp","cuidado_personal",NA,"Cepillo Colgate Niños 6 Años En Adelante X Unidad","Ahora Bs40,20",2025-06-12,40.2,"1"
"Farmacorp","cuidado_personal",NA,"Cepillo Colgate Ninos 6+ X 2 Unidades","Ahora Bs71,50",2025-06-12,71.5,"1"
"Farmacorp","cuidado_personal",NA,"Cepillo Colgate Triple Acción X 2 Unidades","Ahora Bs44,10",2025-06-12,44.1,"1"
"Farmacorp","cuidado_personal",NA,"Cepillo Colgate Twister X 2 Unidades","Ahora Bs55,80",2025-06-12,55.8,"1"
"Farmacorp","cuidado_personal",NA,"Cepillo dental Curaprox Baby (0 a 4 años)","Ahora Bs65,70",2025-06-12,65.7,"1"
"Farmacorp","cuidado_personal",NA,"Cepillo dental Curaprox Ortho Ultra Soft","Ahora Bs65,70",2025-06-12,65.7,"1"
"Farmacorp","cuidado_personal",NA,"Cepillo dental Curaprox Smart Ultra Soft","Ahora Bs60,60",2025-06-12,60.6,"1"
"Farmacorp","cuidado_personal",NA,"Cepillo Dental Curaprox Soft 1560","Ahora Bs60,60",2025-06-12,60.6,"1"
"Farmacorp","cuidado_personal",NA,"Cepillo dental Curaprox Ultra Soft 5460 New","Ahora Bs61,80",2025-06-12,61.8,"1"
"Farmacorp","cuidado_personal",NA,"Cepillo Dental Oral B Purification Ultra Fino Con Carbón X 2 Unidades","Ahora Bs86,90",2025-06-12,86.9,"1"
"Farmacorp","cuidado_personal",NA,"Cepillo Dental Oral-B Advance 7 Beneficios X 2 Unidades","Ahora Bs70,40",2025-06-12,70.4,"1"
"Farmacorp","cuidado_personal",NA,"Colgate Cepillo 360 Luminous White X 2 Unidades","Ahora Bs61,00",2025-06-12,61,"1"
"Farmacorp","cuidado_personal",NA,"Colgate Cepillo 360 Suave X 2 Unidades","Ahora Bs64,00",2025-06-12,64,"1"
"Farmacorp","cuidado_personal",NA,"Colgate Cepillo Dental Bebes 0 A 2 Años X Unidad","Ahora Bs40,20",2025-06-12,40.2,"1"
"Farmacorp","cuidado_personal",NA,"Colgate Cepillo Extra Clean Duro 2 Unidades X Paquete","Ahora Bs23,50",2025-06-12,23.5,"1"
"Farmacorp","cuidado_personal",NA,"Colgate Cepillo Pro Cuidado Suave 3 Unidades X Paquete","Ahora Bs53,00",2025-06-12,53,"1"
"Farmacorp","cuidado_personal",NA,"Colgate Cepillo Triple Accion Medio 3 Unidades X Paquete","Ahora Bs54,80",2025-06-12,54.8,"1"
"Farmacorp","cuidado_personal",NA,"Curaprox Cepillo Dental Kids Ultra Soft","Ahora Bs60,60",2025-06-12,60.6,"1"
"Farmacorp","cuidado_personal",NA,"Foramen 29 Cepillo Dental Tynex Medio X Unidad","Ahora Bs27,40",2025-06-12,27.4,"1"
"Farmacorp","cuidado_personal",NA,"Foramen 30 Cepillo Dental Tynex Medio X Unidad","Bs37,10",2025-06-12,37.1,"1"
"Farmacorp","cuidado_personal",NA,"Foramen 30 Cepillo Tynex Doble (2X1) Duro 2158","Ahora Bs36,00",2025-06-12,36,"1"
"Farmacorp","cuidado_personal",NA,"Foramen 30 Cepillo Tynex Medio X Unidad","Ahora Bs37,10",2025-06-12,37.1,"1"
"Farmacorp","cuidado_personal",NA,"Foramen 30 Tynex Duro X Unidad","Bs37,10",2025-06-12,37.1,"1"
"Farmacorp","cuidado_personal",NA,"Foramen 30 Tynex Suave X Unidad","Bs37,10",2025-06-12,37.1,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Adapta Duro Acción Blanqueadora X Pieza","Ahora Bs51,80",2025-06-12,51.8,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Adapta Medio Acción Blanqueadora X Pieza","Bs51,80",2025-06-12,51.8,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Arcos Dentales Charcoal 30 Unidades X Paquete","Ahora Bs36,50",2025-06-12,36.5,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Baby Extra Suave Cepillo 0 A 4 Años X Unidad","Ahora Bs44,60",2025-06-12,44.6,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Dental Adapta Suave Acción Blanqueadora X Pieza","Bs51,80",2025-06-12,51.8,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Dental Bamboo Charcoal #125","Bs42,50",2025-06-12,42.5,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Dental Bamboo Sensor 126","Bs42,50",2025-06-12,42.5,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Dental Charcoal X Unidad","Bs51,50",2025-06-12,51.5,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Dental Expert3 Doble X Unidad","Ahora Bs57,90",2025-06-12,57.9,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Dental Expert3 Duro X Unidad","Bs57,90",2025-06-12,57.9,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Dental Expert3 Medio X Unidad","Bs57,90",2025-06-12,57.9,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Dental Expert3 Suave X Unidad","Bs57,90",2025-06-12,57.9,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Dental F 92 Clinic Suave X Unidad","Bs40,50",2025-06-12,40.5,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Dental F 92 Duro X Unidad","Bs40,50",2025-06-12,40.5,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Dental Mono Tuft","Bs34,20",2025-06-12,34.2,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Dental Para Ortodoncia X Unidad","Ahora Bs43,70",2025-06-12,43.7,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Dental Profesional Duro X Unidad","Ahora Bs31,20",2025-06-12,31.2,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Dental Profesional Suave X Unidad","Ahora Bs31,20",2025-06-12,31.2,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Dental Tynex Suave X Unidad","Ahora Bs27,40",2025-06-12,27.4,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Dual Flexi Tip Medio 2825","Ahora Bs54,10",2025-06-12,54.1,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Dual Flexi Tip Suave X Unidad","Bs54,50",2025-06-12,54.5,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Dual Medio X Unidad","Ahora Bs54,50",2025-06-12,54.5,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Dual Suave X Unidad","Bs54,50",2025-06-12,54.5,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Electrico Profesional","Ahora Bs492,30",2025-06-12,492.3,"2"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Electrico Profesional X Unidad","Bs311,60",2025-06-12,311.6,"2"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Infantil Extra Suave Mas Reloj X Unidad","Ahora Bs41,90",2025-06-12,41.9,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Infantil Extra Suave X 2 Unidades","Ahora Bs42,30",2025-06-12,42.3,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Infantil Suave X Unidad","Bs37,80",2025-06-12,37.8,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Junior Aromas X Unidad","Ahora Bs30,10",2025-06-12,30.1,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Junior Flex Suave X Unidad","Bs43,70",2025-06-12,43.7,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Cepillo Postoperatorio X Unidad","Ahora Bs51,70",2025-06-12,51.7,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Expert Pro Medio X Unidad","Bs57,70",2025-06-12,57.7,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Expert Pro Suave X Unidad","Bs57,70",2025-06-12,57.7,"1"
"Farmacorp","cuidado_personal",NA,"Foramen F 6 Maxi Tynex Medio X Unidad","Bs54,50",2025-06-12,54.5,"1"
"Farmacorp","cuidado_personal",NA,"Foramen F 6 Maxi Tynex Suave X Unidad","Bs54,00",2025-06-12,54,"1"
"Farmacorp","cuidado_personal",NA,"Foramen F 6 Tynex Medio X Unidad","Bs54,50",2025-06-12,54.5,"1"
"Farmacorp","cuidado_personal",NA,"Foramen F 6 Tynex Suave X Unidad","Bs54,50",2025-06-12,54.5,"1"
"Farmacorp","cuidado_personal",NA,"Foramen F 92 Clinic Medio X Unidad","Bs40,50",2025-06-12,40.5,"1"
"Farmacorp","cuidado_personal",NA,"Foramen F-92 Clinic Doble (2X1) Duro 1709","Ahora Bs40,00",2025-06-12,40,"1"
"Farmacorp","cuidado_personal",NA,"Foramen F-92 Clinic Doble (2X1) Medio # 1708","Ahora Bs40,00",2025-06-12,40,"1"
"Farmacorp","cuidado_personal",NA,"Foramen F-92 Clinic Doble X Unidad","Ahora Bs26,80",2025-06-12,26.8,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Inf 4 Extra Suave + Reloj Arena # 2569","Bs48,60",2025-06-12,48.6,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Infantil 4 Extra Suave Más Reloj Pulsera X Unidad","Ahora Bs33,90",2025-06-12,33.9,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Infantil Suave Más Reloj De Arena Nro. 1713","Bs54,10",2025-06-12,54.1,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Junior Tynex Suave X Unidad","Ahora Bs23,40",2025-06-12,23.4,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Limpiador Lingual X Unidad","Bs64,20",2025-06-12,64.2,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Pharma Cepillo Medio X Unidad","Ahora Bs47,00",2025-06-12,47,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Pharma Cepillo Ortodoncia X Unidad","Ahora Bs48,90",2025-06-12,48.9,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Pharma Cepillo Sensibles X Unidad","Ahora Bs47,30",2025-06-12,47.3,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Pharma Cepillo Sensor X Unidad","Ahora Bs47,30",2025-06-12,47.3,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Pharma Cepillo Suave X Unidad","Bs47,00",2025-06-12,47,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Profesional Medio X Unidad","Ahora Bs31,20",2025-06-12,31.2,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Repuesto Cepillo Electrico Profesional X Blister","Ahora Bs72,40",2025-06-12,72.4,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Seda Dental Microfilamento X Unidad","Ahora Bs72,30",2025-06-12,72.3,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Set Dental De Viaje 2 En 1 X Unidad","Bs41,20",2025-06-12,41.2,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Set Dental De Viaje 3 En 1 # 2492","Ahora Bs54,90",2025-06-12,54.9,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Spray Bucal Menta X 15Ml","Ahora Bs92,20",2025-06-12,92.2,"3"
"Farmacorp","cuidado_personal",NA,"Foramen Tableta De Limpieza X Tableta","Ahora Bs4,40",2025-06-12,4.4,"1"
"Farmacorp","cuidado_personal",NA,"Foramen V Plus Medio X Unidad","Ahora Bs36,00",2025-06-12,36,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Viaje # 1264","Bs37,10",2025-06-12,37.1,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Vplus Duro X Unidad","Ahora Bs35,80",2025-06-12,35.8,"1"
"Farmacorp","cuidado_personal",NA,"Foramen Vplus Suave X Unidad","Ahora Bs36,00",2025-06-12,36,"1"
"Farmacorp","cuidado_personal",NA,"Oral B Cepillo Complete 40M Limpieza Profunda 2 Unidadesadades X Pack","Ahora Bs41,90",2025-06-12,41.9,"1"
"Farmacorp","cuidado_personal",NA,"Oral B Cepillo Dental 3D White 40 Medio X 2 Unidades","Bs85,60",2025-06-12,85.6,"1"
"Farmacorp","cuidado_personal",NA,"Oral B Cepillo Dental Complete Color X 2 Unidades","Bs69,30",2025-06-12,69.3,"1"
"Farmacorp","cuidado_personal",NA,"Oral B Cepillo Pro Salud Indicator 40M X 2 Piezas","Ahora Bs46,90",2025-06-12,46.9,"1"
"Farmacorp","cuidado_personal",NA,"Oral B Cepillo Pro Salud Indicator Color X 4 Piezas","Bs94,10",2025-06-12,94.1,"3"
"Farmacorp","cuidado_personal",NA,"Oral B Cepillo Ultrafino Ultra Suave 35 X 2 Unidades","Bs81,60",2025-06-12,81.6,"1"
"Farmacorp","cuidado_personal",NA,"Oral B Stages Cepillo Star Wars X 1 Pieza","Bs22,30",2025-06-12,22.3,"1"
"Farmacorp","cuidado_personal",NA,"Pigeon Cepillo Dental Leccion 3 Color Celeste X Unidad","Bs124,00",2025-06-12,124,"3"
"Farmacorp","cuidado_personal",NA,"Cicatricure Gel X 60G","Ahora Bs196,70",2025-06-12,196.7,"3"
"Farmacorp","cuidado_personal",NA,"Sedal Crema Para Peinar Sos Ceramidas X 300Ml","Ahora Bs31,40",2025-06-12,31.4,"1"
"Farmacorp","cuidado_personal",NA,"Aceite Capilar Y Corporal Farmax De Uva X 100Ml","Bs25,30",2025-06-12,25.3,"1"
"Farmacorp","cuidado_personal",NA,"Aceite Capilar Y Corporal Farmax De Almendras X 100Ml","Bs25,30",2025-06-12,25.3,"1"
"Farmacorp","cuidado_personal",NA,"Aceite Capilar Y Corporal Farmax De Argan X 100Ml","Bs25,30",2025-06-12,25.3,"1"
"Farmacorp","cuidado_personal",NA,"Aceite Capilar Y Corporal Farmax De Coco X 100Ml","Ahora Bs22,80",2025-06-12,22.8,"1"
"Farmacorp","cuidado_personal",NA,"Aceite Capilar Y Corporal Rosa Mosqueta Farmax 100Ml","Bs25,30",2025-06-12,25.3,"1"
"Farmacorp","cuidado_personal",NA,"Bielenda Argan Aceite Limpieza A. Hialuron X 140Ml","Ahora Bs147,28",2025-06-12,147.28,"3"
"Farmacorp","cuidado_personal",NA,"Bielenda Argan Aceite Limpieza Cont Sebo X 140Ml","Bs184,10",2025-06-12,184.1,"3"
"Farmacorp","cuidado_personal",NA,"Bielenda Argan Aceite Limpieza Proretinol X 140Ml","Ahora Bs184,10",2025-06-12,184.1,"3"
"Farmacorp","cuidado_personal",NA,"Bielenda Clean Agua Micelar Hidratante 3En 1 X 400Ml","Ahora Bs131,50",2025-06-12,131.5,"3"
"Farmacorp","cuidado_personal",NA,"Bielenda Clean Removedor Ojos Pestanas X 150Ml","Bs106,10",2025-06-12,106.1,"3"
"Farmacorp","cuidado_personal",NA,"Bielenda Rose Aciete Limpiador X 140Ml","Bs184,10",2025-06-12,184.1,"3"
"Farmacorp","cuidado_personal",NA,"Farmax Sunless Pos Sol Loción Aloe Vera Manzana X 120G","Bs58,00",2025-06-12,58,"1"
"Farmacorp","cuidado_personal",NA,"Linovera X 30Ml","Ahora Bs220,10",2025-06-12,220.1,"3"
"Farmacorp","cuidado_personal",NA,"Sesderma Azelac Lotion Corporal Facial Capilar X 100Ml","Ahora Bs226,00",2025-06-12,226,"3"
"Farmacorp","cuidado_personal",NA,"Sesderma Hidraven Crema Espumosa Sin Jabon X 300Ml","Ahora Bs174,80",2025-06-12,174.8,"3"
"Farmacorp","cuidado_personal",NA,"Gillette Venus Malibu Maquina Para Afeitar X 2 Piezas","Ahora Bs69,70",2025-06-12,69.7,"1"
"Farmacorp","cuidado_personal",NA,"Axe Antitraspirante Spray Apollo 72H X 152Ml","Ahora Bs22,90",2025-06-12,22.9,"1"
"Farmacorp","cuidado_personal",NA,"Axe Deo Aerosol Spray Dark Temptation X 150Ml","Ahora Bs20,20",2025-06-12,20.2,"1"
"Farmacorp","cuidado_personal",NA,"Axe Deo Stick Ap Dark Temptation X 50G","Ahora Bs27,00",2025-06-12,27,"1"
"Farmacorp","cuidado_personal",NA,"Barra Antitranspirante Secret Ph Balanced X 45 Gr","Ahora Bs52,20",2025-06-12,52.2,"1"
"Farmacorp","cuidado_personal",NA,"Barra Desodorante Old Spice Adventure X 50 Gr","Ahora Bs46,20",2025-06-12,46.2,"1"
"Farmacorp","cuidado_personal",NA,"Desodorante Lady Speed Stick Invisible Floral X 45G","Ahora Bs51,60",2025-06-12,51.6,"1"
"Farmacorp","cuidado_personal",NA,"Desodorante Roll-On Nivea Azul Dry Impact X 50 Ml","Ahora Bs39,90",2025-06-12,39.9,"1"
"Farmacorp","cuidado_personal",NA,"Dove Men Roll On Invisible Dry X 50Ml","Ahora Bs30,20",2025-06-12,30.2,"1"
"Farmacorp","cuidado_personal",NA,"Dove Roll On Clean Comfort X 50Ml","Ahora Bs30,20",2025-06-12,30.2,"1"
"Farmacorp","cuidado_personal",NA,"Dove Roll On Dermo Aclarant X 50Ml","Ahora Bs30,20",2025-06-12,30.2,"1"
"Farmacorp","cuidado_personal",NA,"Dove Roll On Extra Fresh X 50Ml","Bs30,20",2025-06-12,30.2,"1"
"Farmacorp","cuidado_personal",NA,"Dove Spray Dermoaclarant X 150Ml","Ahora Bs39,00",2025-06-12,39,"1"
"Farmacorp","cuidado_personal",NA,"Dove Stick Clean Comfort X 50G","Ahora Bs28,90",2025-06-12,28.9,"1"
"Farmacorp","cuidado_personal",NA,"Dove Stick Extra Fresh X 50G","Ahora Bs28,90",2025-06-12,28.9,"1"
"Farmacorp","cuidado_personal",NA,"Dove Tono Uniforme Deo Stick Rosas X 450G","Ahora Bs39,90",2025-06-12,39.9,"1"
"Farmacorp","cuidado_personal",NA,"Dove Women Roll On X 50Ml Invisible Dry","Ahora Bs29,40",2025-06-12,29.4,"1"
"Farmacorp","cuidado_personal",NA,"Dr Bell Talco Desodorante Antitranspirante X 75G","Ahora Bs79,30",2025-06-12,79.3,"1"
"Farmacorp","cuidado_personal",NA,"Gel Antitranspirante Secret Powder Protect X 45 Gr","Ahora Bs51,60",2025-06-12,51.6,"1"
"Farmacorp","cuidado_personal",NA,"Gillette Clear Gel Antitranspirante Arctic Ice Clear X 82G","Ahora Bs69,80",2025-06-12,69.8,"1"
"Farmacorp","cuidado_personal",NA,"Gillette Gel Antitranspirante Cool Wave X 82G","Ahora Bs76,30",2025-06-12,76.3,"1"
"Farmacorp","cuidado_personal",NA,"Gillette Gel Antitranspirante Power Rush X 82G","Ahora Bs65,70",2025-06-12,65.7,"1"
"Farmacorp","cuidado_personal",NA,"Gillette Gel Antitranspirante Sport Triumph X 82G","Bs69,80",2025-06-12,69.8,"1"
"Farmacorp","cuidado_personal",NA,"Gillette Hydra Gel+Vit E Antitranspirante X 82G","Bs65,80",2025-06-12,65.8,"1"
"Farmacorp","cuidado_personal",NA,"Gillette Pack Gel Antitranspirante Coolwave 2 Piezas X 82G","Ahora Bs104,30",2025-06-12,104.3,"3"
"Farmacorp","cuidado_personal",NA,"Gillette Power Beads Gel Power Rush X 82G","Ahora Bs76,30",2025-06-12,76.3,"1"
"Farmacorp","cuidado_personal",NA,"Gillette Roll On Antitranspirante Cool X 60G","Ahora Bs31,80",2025-06-12,31.8,"1"
"Farmacorp","cuidado_personal",NA,"Gillette Spray Antitranspirante Cool Wave X 93G","Ahora Bs53,10",2025-06-12,53.1,"1"
"Farmacorp","cuidado_personal",NA,"Lady Speed Stick Deo Aerosol Derma Aloe X 150Ml","Ahora Bs82,50",2025-06-12,82.5,"1"
"Farmacorp","cuidado_personal",NA,"Lady Speed Stick Deo Aerosol Derma Mas Vitamina E X 150Ml","Ahora Bs87,20",2025-06-12,87.2,"1"
"Farmacorp","cuidado_personal",NA,"Nivea Aerosol Pearl Y Beauty X 150Ml","Ahora Bs28,50",2025-06-12,28.5,"1"
"Farmacorp","cuidado_personal",NA,"Nivea Aerosol Protect Care X 150Ml","Ahora Bs33,40",2025-06-12,33.4,"1"
"Farmacorp","cuidado_personal",NA,"Nivea Aerosol Stress Protect X 150Ml","Ahora Bs47,30",2025-06-12,47.3,"1"
"Farmacorp","cuidado_personal",NA,"Nivea Invisble Roll On Black And White Clear X 50Ml","Ahora Bs39,90",2025-06-12,39.9,"1"
"Farmacorp","cuidado_personal",NA,"Nivea Invisble Roll On Black And White X 50Ml","Ahora Bs39,90",2025-06-12,39.9,"1"
"Farmacorp","cuidado_personal",NA,"Nivea Invisble Spray Black And White X 150Ml","Ahora Bs47,30",2025-06-12,47.3,"1"
"Farmacorp","cuidado_personal",NA,"Nivea Men 48H Roll On Protect Y Care X 50Ml","Bs39,90",2025-06-12,39.9,"1"
"Farmacorp","cuidado_personal",NA,"Nivea Men Aerosol Fresh Sport X 150Ml","Ahora Bs28,50",2025-06-12,28.5,"1"
"Farmacorp","cuidado_personal",NA,"Nivea Men Aerosol Invisible Toque De Seda X 150Ml","Ahora Bs40,70",2025-06-12,40.7,"1"
"Farmacorp","cuidado_personal",NA,"Nivea Men Aerosol Stress Protect X 150Ml","Ahora Bs28,50",2025-06-12,28.5,"1"
"Farmacorp","cuidado_personal",NA,"Nivea Men Roll On Fresh Ice 48Hrs X 50Ml","Ahora Bs39,90",2025-06-12,39.9,"1"
"Farmacorp","cuidado_personal",NA,"Nivea Roll On Aclarado Natural Clasicc Touch X 50Ml","Bs39,90",2025-06-12,39.9,"1"
"Farmacorp","cuidado_personal",NA,"Nivea Roll On Double Effect X 50Ml","Ahora Bs39,90",2025-06-12,39.9,"1"
"Farmacorp","cuidado_personal",NA,"Nivea Roll On Dry Unisex X 50Ml","Ahora Bs39,90",2025-06-12,39.9,"1"
"Farmacorp","cuidado_personal",NA,"Nivea Roll On Invisible Toque De Seda X 50Ml","Ahora Bs59,00",2025-06-12,59,"1"
"Farmacorp","cuidado_personal",NA,"Nivea Roll On Protect Care X 50Ml","Ahora Bs39,90",2025-06-12,39.9,"1"
"Farmacorp","cuidado_personal",NA,"Nivea Roll On Sensitive Protect X 50Ml","Bs39,90",2025-06-12,39.9,"1"
"Farmacorp","cuidado_personal",NA,"Nivea Roll On Silver Protect X 50Ml","Bs39,90",2025-06-12,39.9,"1"
"Farmacorp","cuidado_personal",NA,"Nivea Spray Double Effect X 150Ml","Ahora Bs47,30",2025-06-12,47.3,"1"
